patient_id,first_name,last_name,age,gender,dob,admission_date,discharge_date,diagnosis,blood_type,SSN
510,Chloe,Mattes,61,Female,9/7/1995,6/4/2022,10/14/2021,Diabetes,B+,203-72-9895
511,Zeb,Barbera,1,Male,3/24/1970,1/25/2021,10/29/2021,Diabetes,A+,376-94-6483
512,Chuck,Martinet,9,Male,6/28/1985,3/13/2022,3/9/2020,Diabetes,O+,888-08-8817
513,Lazarus,Thomen,83,Male,10/9/1998,5/4/2020,3/5/2022,Diabetes,A+,102-96-3108
514,Arvie,Imms,6,Male,6/14/1958,9/6/2022,8/8/2021,Cancer,B-,548-64-8558
515,Arlana,Asipenko,94,Female,2/9/1955,2/26/2020,11/3/2022,Heart Disease,A+,892-42-4997
516,Germain,Clucas,114,Female,5/11/1975,1/26/2020,5/5/2020,Cancer,B-,236-60-1482
517,Nannie,Putson,44,Female,10/5/2005,9/4/2020,3/2/2022,Heart Disease,A-,612-15-2097
518,Moritz,Baskett,71,Male,11/10/1931,7/31/2020,6/14/2020,Heart Disease,B-,585-40-8395
519,Glenn,Pemberton,5,Female,8/15/1969,1/7/2021,1/30/2021,COVID-19,AB+,721-05-7829
520,Nada,Parmley,111,Female,9/19/1962,4/7/2021,4/1/2020,Cancer,O+,750-82-1730
521,Sofia,Burress,72,Female,8/9/1912,11/28/2022,8/9/2021,Cancer,O+,836-94-2375
522,Larina,Cabrales,38,Female,8/26/1902,10/14/2022,5/17/2021,Diabetes,B-,443-89-4529
523,Cointon,Gainsboro,31,Male,3/18/1994,8/15/2021,11/7/2021,Cancer,O-,589-13-3632
524,Courtnay,Goodale,4,Male,11/9/2001,1/24/2020,6/28/2021,Diabetes,AB-,188-21-0790
525,Cosme,Hallbord,117,Male,12/21/1988,8/24/2022,6/3/2020,Diabetes,O-,142-99-9343
526,Rozina,Burk,23,Female,12/14/1983,5/7/2020,5/20/2022,Stroke,B+,379-85-3351
527,Edita,Simonitto,31,Female,6/25/2006,12/30/2021,10/30/2020,Heart Disease,B+,438-05-5422
528,Rutter,Castillo,73,Genderqueer,4/5/1943,1/30/2021,9/15/2022,Stroke,A+,727-59-6073
529,Tatiana,Tourner,97,Female,3/5/1900,2/26/2020,4/18/2021,Heart Disease,B+,863-10-5796
530,Agathe,Zanicchelli,2,Female,3/28/1904,10/22/2020,6/24/2021,Cancer,B+,433-63-9821
531,Joyann,Duckerin,108,Female,11/4/1973,9/19/2022,2/25/2022,Diabetes,B-,521-36-5301
532,Brocky,Livick,118,Male,5/12/2005,3/18/2021,10/28/2022,Cancer,O+,730-46-4523
533,Oliy,Krause,10,Female,7/8/1995,12/25/2021,3/23/2021,Cancer,O+,477-98-8050
534,Cindy,Boarder,1,Female,9/10/2010,10/8/2022,4/25/2021,Cancer,B+,720-15-1185
535,Alon,Silversmid,30,Male,9/6/1936,4/19/2021,11/13/2021,COVID-19,A+,751-01-1803
536,Kessia,Saintsbury,35,Female,11/25/1995,9/9/2022,7/18/2022,Diabetes,B+,304-92-7552
537,Rollin,Robertsson,21,Male,7/14/1934,2/22/2020,4/5/2022,Stroke,O-,238-19-7731
538,Jameson,Dametti,91,Male,5/29/2000,3/14/2021,5/9/2021,Diabetes,AB+,619-80-2203
539,Suzanna,McSkin,27,Female,5/9/1992,7/7/2020,2/24/2021,Stroke,O+,667-61-2941
540,Catriona,Chritchlow,54,Female,5/30/1989,11/20/2020,12/8/2021,Cancer,AB+,699-97-5225
541,Bunny,Deehan,28,Female,5/17/1985,5/3/2020,11/27/2020,Diabetes,AB+,165-80-3929
542,Chelsae,Linzee,50,Female,12/23/1926,7/24/2020,9/21/2022,Heart Disease,AB+,603-30-1643
543,Adrian,Sefton,93,Female,4/8/1993,12/7/2020,9/22/2020,Diabetes,O-,376-60-9368
544,Mirelle,Colbourne,86,Female,3/14/1992,12/4/2022,6/26/2022,COVID-19,A+,402-21-3219
545,Claudell,Rodolf,118,Male,5/19/2002,11/9/2022,4/8/2021,Heart Disease,B+,344-58-6967
546,Kimble,Dradey,109,Male,11/4/1923,7/1/2021,3/10/2022,Stroke,B-,334-96-3236
547,Vincenty,MacColl,79,Male,8/18/1931,12/2/2021,7/26/2021,Cancer,AB+,284-75-8494
548,Rosalyn,Tiffany,73,Female,1/31/1908,12/2/2022,6/12/2021,Cancer,B-,184-82-7310
549,Gabriel,Perry,64,Male,12/22/1923,4/7/2022,9/11/2020,Diabetes,AB-,232-50-3600
550,Helyn,Genge,105,Female,4/27/2007,2/24/2020,9/27/2020,Cancer,O+,701-73-0813
551,Lynea,Bremmell,13,Female,6/21/1944,9/12/2022,7/8/2021,Cancer,B-,631-35-3101
552,Kora,Kettlestringe,75,Female,7/27/1926,4/1/2020,3/21/2020,Cancer,A+,308-72-5039
553,Jeromy,Pietruszka,101,Male,6/9/2016,9/5/2022,6/3/2022,COVID-19,A+,506-17-2683
554,Hershel,Ales0,41,Male,1/20/1965,11/28/2021,4/26/2022,Cancer,O+,497-65-2763
555,Imogen,Fryer,17,Female,7/14/1906,5/10/2022,3/10/2021,Heart Disease,B+,270-78-6434
556,Teddie,Gascoigne,4,Non-binary,8/27/1944,10/30/2022,1/23/2022,Heart Disease,O-,327-95-4688
557,Daffi,Sier,5,Female,7/1/1915,4/4/2022,6/30/2021,COVID-19,B+,584-70-8549
558,Alexandre,Sollas,52,Male,5/12/1956,1/4/2022,3/1/2020,Cancer,AB-,806-84-2265
559,Trina,Weatherburn,59,Female,2/10/1977,12/10/2020,2/19/2021,Heart Disease,O-,762-44-5244
560,Dominick,July,65,Genderfluid,8/15/1965,5/28/2022,8/4/2020,Diabetes,B+,332-94-9248
561,Ximenes,Greendale,22,Male,12/9/1921,1/28/2020,10/2/2021,Heart Disease,B+,853-48-3619
562,Marla,North,55,Female,1/17/1950,1/31/2021,11/23/2020,COVID-19,A+,358-99-9688
563,Didi,Malecky,107,Genderqueer,12/14/1953,1/5/2020,8/18/2021,COVID-19,O+,618-43-9327
564,Perice,Locket,9,Male,2/24/2009,6/1/2021,6/17/2022,Stroke,A+,204-50-2816
565,Marcellina,Stammer,42,Bigender,11/2/1996,9/7/2021,8/7/2020,Heart Disease,O+,419-49-0751
566,Rogers,Nobles,67,Male,8/3/1980,12/11/2022,5/23/2022,Cancer,B-,874-42-8835
567,West,Lorden,61,Male,1/20/1903,6/19/2022,1/18/2020,Stroke,O-,494-38-0261
568,Calhoun,Corryer,83,Genderqueer,3/3/1930,4/15/2021,12/11/2022,COVID-19,A-,100-22-0372
569,Stephenie,Smurfit,52,Female,10/22/1915,6/14/2020,7/7/2021,COVID-19,B+,549-50-8000
570,Jennee,Hannabuss,36,Female,3/2/1959,4/30/2022,2/4/2022,COVID-19,O-,204-96-2503
571,Alan,Stoggell,61,Male,2/25/1964,10/21/2022,6/9/2022,COVID-19,A+,248-52-8372
572,Hersch,Fannon,117,Male,9/26/1999,9/20/2020,9/5/2020,COVID-19,AB-,380-21-0657
573,Ashely,Morando,7,Female,9/19/1961,11/18/2022,5/20/2021,Diabetes,B+,482-50-1027
574,Cathie,Scoon,100,Female,8/2/1949,9/12/2022,3/2/2022,Diabetes,AB-,699-97-1574
575,Alethea,McPeice,61,Female,9/25/1917,3/18/2020,4/19/2020,Stroke,AB+,334-95-3893
576,Willetta,Godley,92,Female,11/7/1911,2/15/2022,5/22/2021,Diabetes,A-,797-63-2079
577,Maurise,Fuller,114,Female,4/21/2005,2/23/2022,1/30/2020,COVID-19,A-,170-12-4977
578,Lucien,Giannazzi,91,Male,9/15/1955,5/8/2022,2/20/2020,COVID-19,B-,312-74-2798
579,Alfons,Kwietek,49,Genderfluid,9/1/1903,10/14/2022,6/28/2021,Stroke,AB-,143-53-3303
580,Joshia,Archbald,18,Male,3/15/1905,7/28/2022,2/10/2022,Stroke,AB-,378-49-8615
581,Theodora,Bygraves,95,Female,2/15/1947,6/18/2020,5/4/2021,Cancer,O+,532-34-8041
582,Alvy,Miles,18,Male,11/18/1959,1/1/2020,10/29/2022,Stroke,B+,197-17-3628
583,Alida,Grew,54,Female,8/28/1967,8/31/2022,2/5/2020,Cancer,B+,180-15-0793
584,Sebastian,Worlock,60,Male,6/2/1998,6/23/2022,2/3/2020,Stroke,A+,677-25-3739
585,Luci,Bedburrow,21,Female,9/28/1969,5/28/2020,6/8/2020,Heart Disease,B-,758-10-8490
586,Chrysler,Scollard,4,Female,2/28/1900,8/5/2022,8/20/2022,Diabetes,O-,780-67-0069
587,Dewie,McCumskay,51,Male,3/12/1940,5/15/2022,5/5/2021,Cancer,B-,294-02-4708
588,Abeu,Montrose,90,Male,10/12/1917,6/14/2020,9/23/2021,Cancer,O+,641-11-3910
589,Edd,Dansey,92,Male,12/8/1952,11/26/2022,10/5/2022,Heart Disease,A-,483-89-3676
590,Domenico,Shields,75,Male,7/25/2005,12/4/2021,3/24/2021,Diabetes,O+,428-70-9835
591,Angelle,Master,109,Female,1/13/1973,10/11/2021,7/8/2022,COVID-19,O-,102-58-2388
592,Aubree,Darlaston,26,Agender,10/16/1979,12/29/2020,12/5/2020,Stroke,A+,488-71-6863
593,Margaux,Knyvett,82,Female,1/4/2022,1/30/2022,12/19/2020,Stroke,O-,494-58-3089
594,Annabell,Facey,5,Female,2/15/1932,8/25/2022,4/23/2022,Heart Disease,AB-,575-79-4271
595,Ruthy,Turl,23,Genderqueer,9/12/2002,6/10/2020,4/20/2020,Heart Disease,O+,173-34-9335
596,Blinni,Soan,66,Female,10/28/1966,11/5/2021,4/2/2022,Diabetes,O+,258-95-0148
597,Karlan,Cuskery,104,Male,7/27/2022,5/26/2022,11/3/2020,Diabetes,A+,729-73-5087
598,Rockie,Treasure,37,Male,5/6/1920,1/13/2022,6/10/2020,Diabetes,A+,880-40-1671
599,Lynn,Neil,3,Female,4/16/1962,8/25/2021,10/31/2022,Heart Disease,B+,145-04-9654
600,Egon,Dewitt,39,Male,4/17/2004,1/2/2020,1/3/2022,COVID-19,O+,439-95-1663
601,Fredek,O'Cullinane,6,Bigender,1/9/1959,2/8/2020,9/17/2021,Heart Disease,B-,887-43-4244
602,Antons,Kenderdine,90,Male,1/13/1904,11/5/2020,10/6/2021,COVID-19,B+,122-06-1605
603,Karil,Dickson,43,Female,8/20/1987,12/2/2020,10/4/2020,Cancer,A+,328-50-0725
604,Spense,Gorse,68,Male,7/2/1922,7/12/2020,6/10/2021,Diabetes,B+,616-20-9423
605,Abbi,Lovewell,73,Genderqueer,1/24/2009,9/9/2022,9/21/2022,COVID-19,O+,236-65-5855
606,Gae,Glayzer,81,Polygender,7/15/1975,4/25/2020,9/18/2021,Cancer,B+,830-65-5654
607,Miller,Casarini,15,Male,10/23/2018,5/16/2020,8/22/2022,Stroke,B+,315-66-6583
608,Aldis,Frazier,84,Male,12/21/1942,9/13/2020,5/30/2020,Diabetes,AB+,830-38-7100
609,Goldie,Kliment,42,Female,4/30/1943,3/20/2020,3/10/2021,Heart Disease,O-,884-27-6184
610,Enos,Bohlin,18,Male,5/2/1965,5/28/2020,12/12/2020,COVID-19,AB-,164-76-0574
611,Connor,Farriar,35,Male,10/28/1913,3/21/2020,4/18/2022,COVID-19,O-,674-92-7301
612,Izabel,Duley,8,Female,5/1/1947,12/30/2021,12/29/2022,Diabetes,B-,124-94-6758
613,Lindon,D'Souza,59,Male,7/16/2018,3/15/2021,10/7/2021,Heart Disease,O-,445-29-6729
614,Emalee,Bullerwell,84,Genderfluid,11/20/2004,11/27/2020,6/18/2020,Heart Disease,B-,351-71-5568
615,Grenville,Maybery,20,Male,2/27/1927,11/6/2021,10/10/2022,Heart Disease,A+,732-26-0643
616,Claiborne,Twitchings,73,Male,6/2/1923,3/27/2021,5/30/2021,Stroke,O-,483-82-4841
617,Fairlie,Larchiere,55,Male,7/11/1966,6/21/2022,2/13/2022,Stroke,A-,330-39-6507
618,Gizela,Balnave,11,Female,6/23/1902,12/1/2020,3/17/2021,Heart Disease,A+,334-33-3805
619,Brittani,Pendrick,25,Female,4/4/1930,11/29/2021,5/28/2021,Diabetes,A-,711-96-2686
620,Errol,Oxenbury,111,Male,7/31/2003,12/24/2020,2/16/2022,Heart Disease,O-,723-83-2449
621,Ansley,Parkin,45,Female,10/12/1923,9/4/2022,1/31/2020,COVID-19,B-,321-73-9013
622,Rodger,Keatley,75,Male,6/21/1972,6/24/2020,8/19/2020,Diabetes,O+,257-81-3396
623,Dorisa,Eves,83,Female,12/15/1972,12/28/2022,1/17/2021,Cancer,AB+,643-14-7401
624,Marven,Soares,88,Male,10/9/1942,9/7/2022,12/3/2022,Diabetes,AB-,858-76-5914
625,Ellary,McCarroll,92,Male,7/12/1935,9/6/2020,7/13/2021,Diabetes,O-,513-81-6245
626,Rogers,Bailiss,32,Male,1/21/1924,6/23/2022,11/20/2021,Cancer,O-,487-55-8762
627,Claiborn,Stebbings,16,Male,11/27/2004,3/22/2022,6/15/2022,Heart Disease,O-,525-66-2428
628,Theodor,Matushevitz,103,Male,9/6/1949,4/9/2021,10/15/2020,Diabetes,O-,761-87-4299
629,Clare,Stenner,17,Female,6/2/1985,4/20/2021,8/12/2020,Diabetes,O-,121-49-6725
630,Ameline,Pechet,25,Female,11/22/1976,4/2/2020,8/6/2021,Diabetes,O-,320-24-9523
631,Bari,Casbon,114,Female,4/8/1985,12/28/2021,5/13/2022,Diabetes,AB+,778-71-6643
632,Hynda,Jarad,80,Female,1/14/1925,1/27/2020,6/18/2022,Heart Disease,A-,288-42-1779
633,Rhys,Desmond,82,Genderqueer,12/27/1912,12/26/2022,6/2/2022,COVID-19,A+,583-93-8485
634,Merna,Glentworth,111,Female,1/28/1963,8/26/2020,5/29/2020,Cancer,B+,864-06-9663
635,Steward,Dyson,34,Polygender,3/23/1982,7/19/2020,12/1/2021,COVID-19,B-,116-71-4593
636,Roselin,Smedmoor,80,Female,12/28/1977,12/19/2020,11/26/2020,Cancer,A-,773-85-8531
637,Tiena,Faichnie,107,Female,6/12/1987,7/9/2021,8/8/2020,COVID-19,O+,266-79-9696
638,Meryl,Trevan,74,Male,1/26/2010,1/10/2020,11/27/2021,Stroke,O+,577-45-7919
639,Dorine,Longridge,106,Female,6/11/1966,12/17/2020,3/11/2021,Diabetes,AB-,338-75-1713
640,Reamonn,Emmanuel,52,Agender,10/29/1981,12/18/2021,4/12/2020,Diabetes,B-,517-38-4658
641,Robinetta,Middup,76,Female,11/20/1938,10/8/2021,4/22/2020,Heart Disease,O-,239-99-2913
642,Bettye,Glowacha,91,Female,5/3/1926,2/1/2022,7/26/2020,Stroke,O-,679-84-1794
643,Creight,Batalini,26,Male,9/11/1911,3/7/2020,11/8/2021,COVID-19,B-,863-34-3976
644,Alexandros,Caird,44,Male,10/20/1938,8/31/2022,9/23/2021,Heart Disease,O-,338-37-9215
645,Marga,Glaze,30,Female,12/24/1940,1/23/2022,10/17/2021,COVID-19,B-,133-27-3127
646,Cosmo,McGovern,69,Male,7/24/1901,7/26/2020,9/10/2020,Stroke,AB+,217-83-5520
647,Valerye,Lemme,86,Female,7/13/1979,10/18/2022,11/15/2022,Cancer,B+,543-65-7540
648,Shannon,Medcalfe,107,Male,9/19/1951,1/1/2022,5/13/2020,Cancer,AB+,670-84-1143
649,Corella,Pistol,97,Female,6/19/2006,11/2/2020,3/8/2021,Diabetes,A-,791-05-2305
650,Waldon,Boggish,8,Male,7/12/1983,10/16/2021,10/13/2020,Stroke,A-,632-47-4000
651,Bernice,Lethcoe,112,Female,5/2/1976,3/30/2020,10/21/2021,COVID-19,O-,244-06-1876
652,Enrica,Taylerson,82,Female,10/22/1980,1/28/2022,2/28/2021,COVID-19,B-,560-43-6010
653,Tommi,Simmance,86,Female,3/16/2021,3/24/2020,10/30/2022,Cancer,A+,388-55-5175
654,Morly,Newcome,53,Male,11/23/1970,8/1/2022,10/13/2020,Diabetes,AB+,834-57-8150
655,Elladine,Attwill,112,Female,2/12/1911,4/29/2022,11/20/2020,Cancer,AB-,236-81-7943
656,Zolly,Bassilashvili,63,Male,6/5/1941,11/10/2021,4/27/2021,Heart Disease,B+,514-97-7028
657,Hunfredo,Jurgenson,56,Genderfluid,7/27/2001,12/11/2021,4/11/2021,COVID-19,AB+,854-04-9831
658,Nathaniel,Purle,102,Male,10/8/1963,4/22/2021,2/12/2021,Diabetes,B+,568-44-6361
659,Laurella,Betje,33,Female,7/29/1904,8/13/2020,8/21/2021,Cancer,A-,473-90-5927
660,Say,Casin,50,Male,8/10/2010,7/17/2022,8/12/2022,Heart Disease,AB-,179-68-6561
661,Crysta,Yansons,51,Female,12/20/1931,3/13/2022,10/27/2022,Diabetes,A-,368-63-9981
662,Frank,deKnevet,17,Male,5/17/1913,9/10/2022,12/13/2021,COVID-19,AB+,205-12-8350
663,Gilbertine,Maharry,70,Female,10/23/2008,6/27/2021,8/14/2022,Stroke,A-,547-07-3431
664,Wallis,Daughtry,49,Female,3/3/1952,1/26/2020,6/3/2020,Diabetes,A-,669-82-3262
665,Rosamund,Lampl,45,Female,2/14/1900,11/18/2021,8/10/2020,Cancer,A+,563-07-8816
666,Dav,Sim,75,Male,6/2/2008,9/3/2022,3/31/2021,Stroke,AB+,200-26-0828
667,Jacinda,Tarplee,29,Female,7/21/1984,1/25/2020,2/23/2022,Diabetes,B-,114-85-2428
668,Felipa,Kivelhan,90,Female,5/8/1961,5/23/2022,5/23/2020,Stroke,AB-,431-48-3517
669,Ned,Ackermann,42,Male,4/19/1972,11/25/2021,8/4/2020,Heart Disease,B+,273-79-3239
670,Kerrie,Boulder,74,Female,11/25/1900,12/6/2022,5/14/2020,Stroke,AB+,648-23-7381
671,Aline,Houlison,100,Female,10/11/2006,12/13/2020,11/18/2021,Stroke,A+,414-45-3003
672,Benny,Volker,104,Female,9/12/2021,8/1/2020,12/1/2020,COVID-19,AB-,453-54-7465
673,Dorice,Van der Krui,104,Female,3/8/1929,10/7/2021,1/23/2020,Cancer,B-,551-09-2376
674,Porter,Straneo,111,Male,4/29/1911,1/5/2020,12/4/2021,Cancer,AB-,271-06-4925
675,Jervis,Drewe,42,Male,12/27/1952,8/2/2022,3/7/2022,Heart Disease,O+,380-88-2500
676,Wandie,Uff,38,Female,3/11/1954,7/13/2020,10/6/2021,Heart Disease,B-,546-94-0502
677,Afton,Myall,2,Female,3/15/2001,11/10/2022,6/14/2020,Cancer,A-,399-82-1633
678,Xaviera,Goldston,9,Genderfluid,3/28/2018,6/24/2020,10/27/2021,Diabetes,O+,695-71-5560
679,Hart,Willcox,72,Male,7/12/1909,2/2/2020,2/19/2021,Heart Disease,B-,167-21-4332
680,Pieter,Sessions,26,Male,8/10/1948,5/5/2022,11/1/2020,Diabetes,O-,351-16-1809
681,Dode,Ladbrooke,104,Female,6/5/1909,5/28/2021,6/6/2022,Heart Disease,AB-,489-21-1914
682,Jakie,Rispen,81,Male,10/15/1994,8/1/2021,8/14/2022,COVID-19,B-,389-41-1504
683,Morey,Whithorn,7,Male,6/17/2000,1/18/2021,9/24/2020,Diabetes,AB+,555-49-0188
684,Doll,Cobbe,31,Female,1/31/1939,11/13/2020,8/12/2021,Diabetes,B-,766-07-1966
685,Robin,Tidman,79,Female,8/8/1953,3/17/2020,10/1/2020,Heart Disease,AB-,204-32-1933
686,Magdalena,Weatherill,56,Bigender,7/24/1909,12/22/2020,5/5/2020,Stroke,AB+,881-13-0359
687,Eddy,Gooding,45,Male,4/18/1954,5/24/2020,12/18/2021,Diabetes,AB+,524-86-6811
688,Dru,Taynton,28,Male,5/5/1953,12/29/2022,12/20/2021,Stroke,A+,745-32-9603
689,Gennie,Isaak,9,Genderqueer,6/21/1908,11/20/2021,12/26/2022,Cancer,A+,646-18-7688
690,Violet,Christiensen,32,Female,1/16/1967,10/2/2021,5/7/2020,Diabetes,O-,551-83-7128
691,Beaufort,Hugle,56,Male,9/11/2008,11/16/2020,4/3/2020,Diabetes,AB+,699-67-9762
692,Olivia,Gutcher,67,Female,6/17/2016,5/7/2022,9/23/2021,Diabetes,B+,206-12-2202
693,Nollie,Worms,38,Female,11/27/1971,6/13/2020,5/16/2020,Stroke,B+,296-81-7179
694,Emmit,Ferrino,69,Male,9/19/1956,4/8/2020,2/9/2020,COVID-19,B+,880-35-4206
695,Tabby,Lownds,54,Male,2/24/1947,6/30/2021,4/13/2021,Diabetes,A-,730-82-6003
696,Archy,Conn,102,Male,11/4/1946,2/26/2020,8/14/2022,COVID-19,B+,852-64-0258
697,Ewen,Jzak,63,Male,5/30/1914,1/16/2021,4/18/2020,Stroke,A+,321-12-8065
698,Thelma,Teas,11,Female,12/26/2009,9/16/2022,7/21/2021,COVID-19,A+,306-42-3657
699,Byrann,Konke,92,Male,11/3/1937,2/10/2021,9/30/2021,Diabetes,B+,362-06-4523
700,Lyda,Boni,30,Female,8/24/1985,9/26/2020,10/20/2021,Stroke,A-,309-80-3283
701,Ainslee,Steventon,1,Female,4/16/1912,5/15/2022,8/25/2021,COVID-19,B-,491-37-7386
702,Emlynne,MacMickan,34,Agender,2/28/1928,9/10/2020,4/11/2022,Heart Disease,B-,499-33-7607
703,Caril,Huzzay,20,Agender,6/27/1996,4/20/2021,5/16/2022,Cancer,B+,140-43-6291
704,Shannon,Negus,59,Female,6/10/1995,10/29/2022,6/1/2020,Stroke,B+,343-30-4573
705,Inigo,Mitchenson,109,Male,9/25/2017,4/11/2021,12/9/2022,Stroke,A-,245-42-5385
706,Finlay,Staner,36,Male,9/19/1913,5/12/2020,11/18/2022,Stroke,B+,722-95-5562
707,Sadye,Faussett,79,Non-binary,1/18/1995,8/26/2020,12/24/2022,Diabetes,AB+,406-06-0939
708,Clim,Mathieu,3,Male,2/3/1994,6/26/2020,2/29/2020,COVID-19,O-,146-60-7893
709,Guido,Forsythe,43,Male,3/18/2007,10/4/2020,5/25/2021,Stroke,AB+,435-48-3600
710,Chrisse,Hollyman,47,Male,3/14/1954,1/29/2020,4/24/2020,Stroke,O-,231-37-4906
711,Kerry,McBlain,58,Male,10/17/1948,6/30/2021,7/23/2022,Heart Disease,O+,378-69-1179
712,Pablo,Milner,64,Male,3/1/1994,10/14/2022,2/9/2021,COVID-19,A-,626-12-6314
713,Wayne,Percy,51,Male,11/13/1928,9/6/2022,9/9/2021,Diabetes,A+,565-49-7877
714,Ricky,Enefer,74,Male,10/22/1973,4/26/2022,7/30/2022,Diabetes,B-,746-56-1822
715,Gnni,Bethel,26,Female,9/15/1953,10/30/2021,2/13/2022,Diabetes,B-,679-07-4744
716,Hillie,Wybrew,76,Male,12/21/1903,12/21/2020,6/10/2022,Heart Disease,A+,653-54-6080
717,Cecile,Piotrkowski,54,Female,3/9/1923,9/10/2020,10/17/2022,Stroke,AB+,330-89-4367
718,Melamie,Bodd,120,Female,4/13/1959,6/28/2022,12/4/2022,Heart Disease,A-,489-65-2239
719,Fernando,Finby,92,Male,7/3/2002,8/30/2022,2/18/2022,Stroke,AB+,416-78-9960
720,Iorgo,Berney,39,Male,9/21/2010,4/13/2020,3/24/2020,Stroke,AB-,453-26-7875
721,Xerxes,Titmuss,55,Male,7/7/1912,9/13/2022,6/16/2020,COVID-19,B-,844-02-2756
722,Sharity,Lindsey,27,Female,1/25/1912,9/14/2021,5/15/2020,Stroke,B+,332-98-8518
723,Ardelle,Standidge,31,Female,7/4/1984,8/28/2021,12/30/2021,Heart Disease,A-,657-15-1843
724,Kip,Babidge,117,Female,12/23/1991,7/1/2020,9/29/2022,Heart Disease,B+,791-14-4269
725,Gerrard,Clemoes,19,Male,3/4/1971,8/24/2021,1/16/2021,COVID-19,O+,459-44-1959
726,Hayes,Lodden,15,Male,4/6/1911,12/29/2021,11/12/2021,COVID-19,O-,847-38-4398
727,Parry,Idiens,101,Male,3/20/2016,7/20/2022,8/26/2020,Stroke,B+,891-25-8590
728,Rebekkah,Hawkings,56,Female,11/4/1980,12/27/2021,7/24/2021,COVID-19,B-,610-85-6465
729,Jennica,Tambling,33,Female,2/20/1972,2/18/2021,3/8/2020,Stroke,A-,249-95-0329
730,Zebulen,Signorelli,48,Male,4/12/1917,10/28/2020,2/11/2020,COVID-19,A+,750-35-7698
731,Guinna,Blackmoor,88,Female,7/10/1971,9/1/2021,7/23/2020,Diabetes,AB-,137-50-0198
732,Harcourt,Torbeck,46,Male,9/13/1930,9/21/2020,5/3/2022,COVID-19,O-,303-55-7356
733,Ginevra,Hargie,120,Female,3/27/1971,8/27/2022,1/17/2021,COVID-19,AB-,210-71-4741
734,Beverie,Tetford,113,Bigender,2/20/2019,1/11/2021,12/22/2020,Diabetes,A-,643-65-2161
735,Valera,Cracie,11,Female,9/19/1939,5/9/2021,12/24/2022,COVID-19,B-,272-45-6464
736,Marika,Eggleson,20,Female,7/7/1915,5/16/2020,11/11/2020,Cancer,B+,540-77-9175
737,Tedmund,Dacks,24,Male,1/20/1950,11/10/2020,11/9/2021,COVID-19,A+,661-80-2597
738,Bernarr,Boler,24,Male,12/23/1996,8/24/2022,1/31/2022,Diabetes,O-,297-76-6064
739,Shanna,Jenkerson,101,Female,2/26/2019,11/17/2020,11/28/2020,Stroke,B+,578-61-1999
740,Ardyth,Woolaghan,69,Female,6/20/2013,11/1/2021,9/16/2021,Stroke,A-,269-87-8735
741,Melinde,Propper,42,Female,11/9/2007,7/28/2020,9/6/2020,Heart Disease,AB+,801-50-2436
742,Robbert,Doers,1,Male,8/5/1922,4/21/2020,2/20/2020,Stroke,B+,692-45-5553
743,Maje,Kerner,55,Male,10/24/2015,3/4/2022,2/19/2022,Diabetes,O-,679-49-3039
744,Rona,Ineson,82,Female,2/9/1989,7/4/2020,12/18/2021,COVID-19,O-,759-71-7462
745,Lucilia,McGurk,21,Female,3/3/1997,12/2/2021,8/22/2020,Heart Disease,B-,873-09-7709
746,Annora,Ashbee,85,Female,2/23/1926,11/21/2022,12/9/2021,COVID-19,O-,686-30-6500
747,Bil,Labeuil,87,Male,8/7/2001,7/24/2022,2/23/2020,Heart Disease,O-,197-91-6060
748,Whitney,McIlharga,95,Male,9/3/1933,5/26/2020,4/13/2020,Diabetes,B+,103-33-7706
749,Filip,Maxsted,116,Male,9/25/1904,7/18/2021,7/4/2020,COVID-19,B+,449-93-7327
750,Carin,Dewdney,72,Female,11/28/1989,8/16/2022,4/13/2021,Stroke,B+,373-64-3372
751,Chrissie,Dufoure,2,Female,4/5/1917,9/6/2021,5/19/2020,Heart Disease,A-,820-07-8306
752,Deanna,Soulsby,102,Female,4/23/1965,11/5/2021,8/29/2021,Stroke,AB-,284-70-7038
753,Karla,Gillingwater,14,Female,9/9/1919,12/30/2021,7/5/2022,Heart Disease,A+,223-95-2742
754,Delaney,Amberson,46,Male,9/9/1998,7/14/2020,7/18/2021,Diabetes,O+,626-94-0114
755,Manny,Berget,112,Male,10/14/1921,6/5/2022,5/27/2022,Heart Disease,A+,167-97-5955
756,Gabriell,Kampshell,32,Female,2/27/1932,12/1/2021,9/6/2022,COVID-19,O-,456-14-3904
757,Thatcher,Blackly,46,Male,8/3/2012,11/25/2021,6/17/2022,Cancer,O-,758-81-0827
758,Durand,Hundell,32,Genderqueer,12/9/1967,7/3/2021,5/27/2020,Cancer,AB-,646-18-7696
759,Cammy,Munby,70,Male,3/5/2004,12/26/2020,4/20/2021,Stroke,A-,435-54-2279
760,Lynn,More,31,Female,12/24/1945,8/1/2022,1/20/2020,Diabetes,B-,164-36-9744
761,Janean,Borton,43,Female,11/29/1971,5/16/2020,10/18/2021,Diabetes,O-,621-64-4610
762,Sharai,Murrigans,7,Agender,2/20/2012,6/15/2021,4/5/2021,COVID-19,AB-,484-82-9629
763,Natty,Glowach,89,Female,10/21/1936,2/27/2021,10/2/2022,Stroke,AB-,409-53-1794
764,Dill,Renoden,40,Male,8/10/1949,6/29/2021,11/25/2022,Cancer,B+,401-75-2661
